20	2	20	0																								
0	0	11	10	15	12	16	12	11	7	14	9	17	10	7	15	8	12	9	6	10	14	0	0	0	0	41.3738153	2.1459085
1	13	0	6	20	24	22	24	4	6	20	5	22	22	9	23	5	24	9	8	22	7	-1	6	4	16	41.4217345	2.1811763
2	10	5	0	17	21	20	21	6	3	18	5	19	19	6	21	3	21	6	5	19	6	3	6	5	17	41.4087924	2.1648146
3	14	20	18	0	15	6	14	20	16	3	19	5	13	17	5	18	14	19	16	13	18	1	7	3	20	41.3661446	2.0708616
4	12	22	20	15	0	14	3	21	18	14	20	15	3	17	13	18	3	18	16	4	22	-1	6	3	24	41.3230715	2.0939347
5	17	23	20	5	15	0	14	23	19	6	22	4	15	19	3	20	14	21	18	15	21	1	6	4	28	41.3689853	2.0564416
6	11	20	18	13	2	12	0	20	16	12	18	14	4	15	11	17	2	16	14	4	21	-3	7	2	35	41.3266715	2.0902691
7	12	3	6	20	23	23	23	0	6	20	4	22	21	8	23	5	23	7	8	21	8	-2	7	2	45	41.4134378	2.1840417
8	7	6	4	16	18	19	18	6	0	17	4	18	16	3	20	3	18	3	3	16	8	1	7	5	48	41.3996313	2.166598
9	14	21	19	2	14	7	13	21	17	0	20	6	14	18	6	19	13	19	17	14	19	-1	6	4	49	41.3632748	2.0721295
10	10	5	6	20	21	22	21	3	5	20	0	22	19	6	23	3	21	5	6	19	8	2	6	0	67	41.4055251	2.1854692
11	15	21	19	5	16	4	15	21	17	6	20	0	16	18	6	19	15	20	17	16	19	-3	6	1	70	41.3737314	2.060237
12	10	20	18	13	3	12	3	19	16	12	18	13	0	15	11	16	4	16	14	2	21	-3	7	1	74	41.3304788	2.0987101
13	6	7	5	17	17	19	17	7	3	17	5	19	15	0	20	4	17	4	1	15	10	-2	6	2	76	41.3894966	2.1663483
14	16	22	20	5	14	2	13	22	18	6	21	4	14	19	0	20	13	21	18	14	20	-1	6	0	78	41.365253	2.0584118
15	9	5	5	18	19	21	19	5	4	19	2	20	18	4	21	0	20	4	4	18	7	3	6	0	83	41.4035567	2.1781857
16	11	20	19	14	3	12	2	20	17	12	18	14	4	15	12	17	0	17	15	4	21	2	7	2	85	41.3238938	2.0831326
17	8	6	5	18	19	21	19	6	4	19	4	20	18	4	21	3	20	0	4	18	9	-1	7	0	89	41.3966815	2.1742848
18	6	6	4	16	17	19	17	6	2	16	4	18	15	2	19	3	17	4	0	15	9	2	7	3	98	41.3928758	2.1631837
19	12	21	19	14	3	13	2	21	17	13	19	14	2	16	12	17	3	17	15	0	22	2	7	0	99	41.3297521	2.0948699
20	10	4	3	17	20	20	20	5	4	17	4	19	19	7	20	3	21	6	6	19	0	1	7	4	100	41.4158139	2.1652381

