15	2	20	0																			
0	0	15	16	15	12	16	12	14	17	17	10	15	12	16	15	10	0	0	0	0	41.3738153	2.1459085
1	16	0	3	22	22	24	23	22	4	24	21	24	23	3	2	21	2	6	2	8	41.4303223	2.2082567
2	18	3	0	23	24	25	25	23	5	25	24	26	25	5	5	24	-3	7	1	10	41.4377091	2.2071684
3	14	23	23	0	15	6	14	3	24	5	13	5	14	24	24	13	-4	6	1	20	41.3661446	2.0708616
4	12	23	24	15	0	14	3	14	24	15	3	13	3	22	22	4	1	7	3	24	41.3230715	2.0939347
5	17	25	25	5	15	0	14	6	26	4	15	3	14	26	26	15	1	6	2	28	41.3689853	2.0564416
6	11	21	22	13	2	12	0	12	22	14	4	11	2	21	21	4	-1	6	1	35	41.3266715	2.0902691
7	14	24	24	2	14	7	13	0	25	6	14	6	13	25	25	14	2	7	3	49	41.3632748	2.0721295
8	17	3	4	23	23	26	24	23	0	25	23	25	25	3	4	23	-3	6	2	55	41.4350378	2.2123137
9	15	24	24	5	16	4	15	6	25	0	16	6	15	25	25	16	-1	6	3	70	41.3737314	2.060237
10	10	21	22	13	3	12	3	12	22	13	0	11	4	20	20	2	-2	7	3	74	41.3304788	2.0987101
11	16	25	25	5	14	2	13	6	26	4	14	0	13	25	25	14	3	6	2	78	41.365253	2.0584118
12	11	21	23	14	3	12	2	12	23	14	4	12	0	21	21	4	-2	6	1	85	41.3238938	2.0831326
13	16	2	4	23	22	25	23	23	3	25	22	24	24	0	3	22	1	6	3	87	41.4312664	2.2173929
14	15	4	5	23	23	26	24	23	5	25	23	25	25	4	0	23	4	6	5	97	41.4270482	2.2076417
15	12	22	23	14	3	13	2	13	23	14	2	12	3	21	21	0	2	7	3	99	41.3297521	2.0948699

