15	2	20	0																			
0	0	26	31	28	33	35	32	27	41	21	14	22	35	36	9	19	0	0	0	0	52.445426	13.3710411
1	26	0	16	30	43	15	46	40	21	40	17	29	15	21	30	33	1	6	4	17	52.4743154	13.5350334
2	31	18	0	36	49	16	51	46	12	45	21	36	12	6	36	38	-3	6	2	22	52.468329	13.5893169
3	28	31	36	0	16	25	34	14	33	32	31	8	27	35	35	18	2	6	5	25	52.5683943	13.3951221
4	32	44	49	17	0	38	35	7	46	33	36	16	41	48	37	21	-2	6	4	26	52.6071109	13.331085
5	34	17	16	25	38	0	50	35	11	48	25	26	7	14	39	31	-2	7	4	37	52.5220492	13.5527601
6	31	45	51	34	34	51	0	28	56	30	34	29	50	55	36	21	3	7	5	48	52.4916686	13.1791125
7	26	40	46	14	8	36	29	0	43	26	30	13	38	45	31	15	-1	6	5	55	52.5842982	13.3087666
8	40	23	12	33	46	11	56	43	0	54	31	33	9	9	45	37	1	6	4	57	52.5167903	13.6139492
9	21	40	45	32	33	49	32	26	54	0	29	27	48	50	22	20	2	6	5	59	52.4360682	13.2192237
10	14	16	21	31	36	25	35	30	30	30	0	26	25	26	15	22	-3	6	1	67	52.4378508	13.4728572
11	22	31	36	8	15	26	29	13	33	27	27	0	28	35	29	12	1	6	2	72	52.5469933	13.369565
12	35	17	12	27	40	7	50	37	9	49	25	27	0	10	39	32	-2	6	1	79	52.5046173	13.5702431
13	36	22	7	34	47	14	56	44	8	50	26	34	10	0	40	39	4	7	5	84	52.4884459	13.612742
14	8	30	35	34	38	39	37	32	44	22	15	28	38	39	0	24	1	7	5	88	52.4124006	13.3592102
15	18	33	38	18	20	32	21	14	38	20	22	12	32	39	24	0	-2	6	0	97	52.5132084	13.3117564


