12	2	20	0																
0	0	10	8	15	16	14	15	16	11	8	20	16	8	0	0	0	0	41.3943533	2.1436487
1	11	0	14	21	23	7	23	24	10	17	28	10	11	-1	6	1	3	41.4139976	2.1974116
2	8	14	0	14	16	17	20	21	17	11	25	17	8	2	6	3	6	41.3706581	2.1612592
3	15	22	14	0	12	24	25	26	23	13	28	24	16	-4	6	0	21	41.3303955	2.1126475
4	14	23	17	12	0	24	20	21	18	11	23	23	19	2	6	5	28	41.3542709	2.0702347
5	15	7	15	21	24	0	23	24	11	20	28	6	12	-3	6	1	48	41.4346888	2.2033441
6	14	24	21	24	22	25	0	12	19	19	23	24	22	-1	7	3	55	41.4587474	2.0631928
7	13	22	20	22	20	23	12	0	17	17	19	22	20	-2	7	4	57	41.4325822	2.0926707
8	11	10	16	21	19	11	17	18	0	15	22	12	14	1	6	3	63	41.4303994	2.1593264
9	9	17	10	12	11	21	18	18	16	0	22	21	14	3	6	5	74	41.3725422	2.1139131
10	19	29	26	26	22	29	21	21	24	23	0	29	26	-1	6	4	77	41.4132029	2.0574598
11	16	10	17	23	24	6	22	23	11	20	27	0	14	2	7	5	86	41.4493092	2.20976
12	8	10	6	13	16	13	21	22	13	14	26	13	0	2	7	3	94	41.380992	2.1792904

