20	2	20	0																								
0	0	18	20	13	18	13	16	5	17	19	20	18	19	14	13	17	14	16	16	7	18	0	0	0	0	-30.0511681	-51.1711016
1	19	0	29	10	34	8	17	20	31	28	36	34	35	30	27	8	30	8	32	19	34	-1	6	0	10	-30.1123339	-51.2346989
2	21	29	0	26	32	26	17	24	14	2	33	32	35	27	14	29	31	28	30	23	34	-1	7	0	11	-30.1096387	-51.1420242
3	14	9	25	0	29	4	12	15	26	25	30	28	30	24	22	8	24	7	27	14	28	-3	6	0	12	-30.0933168	-51.2158887
4	20	36	32	31	0	31	34	19	29	31	2	5	10	9	25	33	11	33	5	24	9	1	6	2	16	-29.994317	-51.1071438
5	16	7	27	6	31	0	14	16	27	26	32	30	31	26	23	5	26	4	29	15	30	3	7	4	27	-30.0934491	-51.2255771
6	16	18	17	13	31	13	0	17	20	16	32	30	31	26	20	16	26	15	29	16	30	2	6	3	33	-30.0926052	-51.1792944
7	5	18	23	13	20	13	16	0	20	22	21	19	20	15	16	16	15	15	18	10	19	-1	7	4	38	-30.0414543	-51.1734495
8	18	32	14	27	29	27	20	21	0	14	30	29	32	24	9	30	27	29	27	20	31	2	7	5	39	-30.1123102	-51.1113289
9	20	28	2	25	31	25	16	24	13	0	32	32	34	26	13	28	30	28	29	22	33	1	6	2	41	-30.1079576	-51.1388991
10	21	37	33	32	2	32	34	20	30	32	0	6	11	10	26	34	12	34	6	25	10	1	6	2	46	-29.9956611	-51.1038722
11	19	35	32	30	3	30	32	17	29	31	5	0	6	9	25	30	8	32	7	24	5	2	7	4	47	-29.9863545	-51.1163375
12	20	36	34	31	9	30	32	18	31	33	10	6	0	11	27	32	9	33	11	25	3	-3	7	2	53	-29.9807863	-51.1322243
13	14	30	27	26	9	25	28	14	24	26	10	9	11	0	19	29	10	28	7	19	10	2	6	2	56	-30.022676	-51.1260294
14	15	29	14	24	23	24	19	18	9	13	24	24	26	18	0	27	24	26	21	17	25	-2	7	0	61	-30.0871704	-51.1153829
15	18	8	29	8	31	6	16	18	30	28	33	30	33	28	25	0	26	4	31	18	31	1	6	5	62	-30.0905202	-51.2411499
16	14	30	32	26	9	25	27	13	28	31	11	7	8	9	24	26	0	28	11	19	7	2	6	5	75	-29.999104	-51.1514609
17	17	9	28	7	32	4	15	18	29	28	34	31	33	27	25	4	27	0	30	17	31	-2	7	3	79	-30.0897687	-51.2310905
18	17	33	30	28	5	28	31	17	26	29	6	7	11	7	22	31	11	31	0	22	10	1	6	4	88	-30.0080733	-51.1096361
19	9	19	22	14	24	14	16	12	19	21	25	24	25	19	15	18	20	17	22	0	24	1	6	1	91	-30.0751601	-51.1710245
20	19	34	33	30	8	29	31	17	30	32	9	5	3	10	26	30	7	32	10	24	0	-2	7	1	94	-29.9896184	-51.1332826
