15	2	20	0																			
0	0	19	16	21	21	14	16	16	16	18	12	21	18	14	16	19	0	0	0	0	52.5164621	13.2891357
1	19	0	15	4	6	14	15	31	15	33	28	5	13	29	31	14	1	6	4	12	52.611784	13.2407653
2	16	15	0	16	17	4	4	29	1	31	25	16	5	26	28	6	-3	6	2	14	52.5993549	13.3417392
3	21	4	16	0	6	15	17	33	17	35	29	4	15	31	33	15	2	6	5	25	52.613477	13.2267098
4	22	6	17	6	0	16	18	34	18	36	30	8	16	32	34	16	-2	6	4	29	52.6264807	13.2406548
5	15	14	3	15	16	0	2	27	3	29	24	15	5	25	27	6	-2	7	4	31	52.5927351	13.3339196
6	16	15	3	17	18	3	0	29	3	30	25	16	7	26	28	7	2	7	5	37	52.5925711	13.3407843
7	17	32	29	34	35	28	29	0	30	7	5	34	32	4	7	32	-1	6	5	51	52.4344591	13.2818417
8	17	15	1	17	18	4	4	29	0	31	25	16	6	27	29	6	1	6	4	64	52.5977434	13.345021
9	18	34	31	36	37	30	31	7	31	0	7	36	34	6	4	34	2	6	5	71	52.4317977	13.3248285
10	13	29	26	30	31	24	25	5	26	7	0	31	28	3	6	28	-3	6	1	77	52.4481122	13.2956797
11	21	5	16	4	8	15	16	33	17	35	29	0	15	31	33	15	1	6	2	79	52.6048611	13.226661
12	19	13	5	15	16	7	7	31	6	33	27	15	0	29	31	4	1	6	1	81	52.6082011	13.3314859
13	14	30	27	32	33	25	27	4	27	6	3	32	29	0	5	30	4	7	5	82	52.4437756	13.2923532
14	17	32	29	34	35	28	29	7	30	3	6	34	32	5	0	32	1	7	5	83	52.4381564	13.3133423
15	19	14	6	16	16	7	7	32	6	34	28	16	5	29	31	0	-2	6	0	87	52.613593	13.3178738


