15	2	20	0																			
0	0	10	12	9	8	14	9	14	12	11	16	8	11	11	10	7	0	0	0	0	41.3975366	2.1235633
1	11	0	17	10	14	18	12	20	15	14	19	16	14	17	17	16	2	6	2	4	41.4222707	2.1332331
2	11	16	0	15	15	21	16	21	19	18	24	17	18	17	18	16	-3	7	1	22	41.4287696	2.0955844
3	8	11	16	0	13	13	7	19	11	9	14	14	9	16	15	13	-1	6	1	26	41.4189594	2.1490961
4	9	15	16	13	0	19	14	11	16	15	21	11	16	10	9	8	1	7	3	45	41.379611	2.0896482
5	15	18	22	12	19	0	8	21	5	6	4	15	6	18	17	15	1	6	2	46	41.3971602	2.1958825
6	8	10	15	6	13	8	0	19	7	4	9	12	4	16	13	11	-1	6	1	52	41.4126662	2.1602056
7	13	19	20	17	9	22	19	0	20	19	22	16	20	12	13	13	2	7	3	58	41.3701939	2.0580908
8	12	15	20	11	16	3	7	21	0	5	7	12	5	16	14	12	-3	6	2	61	41.3940707	2.180672
9	12	14	19	9	17	7	4	23	6	0	8	14	3	19	16	13	-1	6	3	63	41.4076835	2.1752899
10	17	19	24	14	21	5	9	22	8	8	0	16	8	18	17	17	-2	7	3	68	41.4017892	2.2067204
11	10	17	18	14	12	14	13	15	12	12	15	0	13	7	5	5	3	6	2	78	41.3649884	2.1265837
12	11	14	19	8	16	5	4	22	4	2	7	13	0	17	14	12	-2	6	1	81	41.4026188	2.1757999
13	11	17	18	15	10	19	17	12	17	17	19	6	17	0	4	8	1	6	3	85	41.3586442	2.1006182
14	10	16	17	14	8	17	14	11	15	15	17	3	15	3	0	5	4	6	5	88	41.3622879	2.108725
15	9	16	17	14	9	15	12	16	12	12	17	5	12	8	5	0	2	7	3	92	41.3725447	2.1228575

