20	2	20	0																								
0	0	8	13	2	18	16	8	7	9	14	6	12	8	27	5	21	13	10	20	25	14	0	0	0	0	40.758366	-73.986267
1	10	0	14	10	15	17	7	7	6	16	7	10	4	29	13	18	8	11	15	25	16	2	7	3	3	40.788925	-73.940559
2	12	12	0	13	9	14	16	12	16	9	15	19	12	26	14	11	17	14	20	19	19	-1	6	2	4	40.741795	-73.904915
3	3	9	14	0	19	17	7	8	8	16	5	11	8	27	6	21	14	11	20	26	13	1	7	4	7	40.765308	-73.997482
4	17	14	7	17	0	18	17	17	16	13	18	18	15	30	18	8	16	18	17	15	23	2	7	5	24	40.774044	-73.872849
5	17	17	14	16	19	0	22	19	21	7	20	24	18	14	14	22	22	10	29	20	9	-1	7	1	26	40.68906	-73.988869
6	8	7	17	6	18	20	0	7	3	18	2	8	5	31	11	21	11	14	18	28	18	-2	6	0	28	40.802635	-73.967979
7	7	5	12	7	17	16	7	0	7	15	6	12	4	28	10	20	11	10	18	25	14	-2	7	0	34	40.774559	-73.963959
8	9	6	17	8	18	20	2	7	0	18	3	8	5	32	12	20	10	14	17	27	18	-1	6	3	41	40.801155	-73.961357
9	14	14	9	15	15	8	18	15	18	0	17	20	14	20	14	17	19	8	26	20	12	1	7	1	46	40.709099	-73.95871
10	7	6	15	5	19	19	3	5	4	17	0	8	4	30	9	21	11	13	17	28	17	1	6	5	47	40.792446	-73.973457
11	12	9	18	10	19	23	7	12	8	21	8	0	10	35	14	19	8	16	13	28	21	1	7	2	51	40.841221	-73.939781
12	9	3	13	7	16	17	4	4	4	15	3	9	0	29	12	19	9	11	16	26	15	2	7	1	55	40.788525	-73.95504
13	27	28	26	25	31	13	31	30	32	19	29	34	29	0	23	32	33	22	40	22	15	-4	6	0	57	40.607597	-74.016747
14	6	12	15	5	20	14	10	11	12	15	9	14	11	24	0	23	17	8	23	26	11	1	7	3	61	40.747822	-74.003807
15	16	18	10	17	11	19	22	18	21	13	20	24	18	30	18	0	23	18	20	15	23	1	6	3	74	40.744846	-73.837311
16	13	7	16	13	16	20	9	11	9	19	11	8	8	32	16	17	0	14	10	26	18	3	6	5	79	40.816895	-73.910713
17	10	10	15	11	21	11	15	12	14	8	14	17	11	24	9	23	16	0	22	27	11	1	7	3	84	40.728703	-73.984146
18	22	17	21	20	18	30	18	20	18	27	19	13	18	39	25	15	12	24	0	24	28	1	6	5	86	40.855473	-73.822784
19	28	28	21	29	18	22	31	30	30	22	32	31	29	24	30	18	30	29	26	0	30	-2	7	0	96	40.643826	-73.790359
20	12	15	19	11	25	8	16	17	17	12	15	20	16	16	8	27	20	10	27	27	0	-1	7	0	98	40.709751	-74.014778
