12	2	20	0																
0	0	26	32	24	17	19	29	18	17	27	21	15	23	0	0	0	0	-30.0915683	-51.1759996
1	26	0	44	8	11	24	45	40	24	39	10	27	37	-2	7	2	13	-30.1548004	-51.1282709
2	34	44	0	45	44	39	11	22	25	9	48	32	14	-3	6	2	30	-29.9948825	-51.1101914
3	24	8	45	0	9	22	46	38	25	40	8	25	38	3	6	1	37	-30.1479913	-51.1480781
4	17	11	44	10	0	16	42	31	25	38	7	18	36	2	6	2	50	-30.1546904	-51.1625025
5	20	25	39	24	17	0	36	22	31	34	21	9	30	-2	6	0	51	-30.1252615	-51.2378861
6	29	44	11	45	42	35	0	14	25	10	47	27	9	-2	6	1	54	-29.9964907	-51.1472175
7	19	41	20	39	32	24	16	0	23	19	36	17	16	-3	6	2	57	-30.0268566	-51.2158424
8	17	24	25	25	25	30	25	22	0	20	28	24	17	2	6	4	70	-30.0897878	-51.1263603
9	29	38	8	39	38	34	10	19	20	0	42	26	7	-1	7	4	73	-30.023853	-51.1242365
10	21	10	47	8	7	20	47	36	27	42	0	23	40	2	6	3	77	-30.1660188	-51.1408905
11	15	27	31	25	18	9	28	18	24	26	23	0	22	2	6	2	85	-30.0981043	-51.2342119
12	26	37	14	38	36	31	9	16	18	7	40	23	0	3	6	5	94	-30.0274651	-51.1419523

