15	2	20	0																			
0	0	12	13	17	14	14	11	14	13	14	13	14	13	16	15	12	0	0	0	0	-30.0511681	-51.1711016
1	14	0	22	6	22	2	22	22	23	23	22	2	23	5	22	21	4	7	5	6	-30.0095769	-51.1430295
2	14	21	0	27	23	23	21	23	22	6	3	23	2	25	25	4	2	7	5	7	-30.0924023	-51.1231589
3	18	6	25	0	26	6	26	27	27	26	25	6	25	4	26	24	-3	7	0	13	-29.9882147	-51.1314121
4	14	23	22	28	0	25	4	3	4	23	22	24	23	26	5	21	3	7	4	15	-30.0731657	-51.2200267
5	16	4	23	6	24	0	23	24	24	24	23	2	24	3	23	23	-5	6	0	28	-30.0007517	-51.1426981
6	13	22	20	27	4	24	0	4	2	21	20	23	21	26	5	19	-3	6	0	29	-30.0778836	-51.2139188
7	15	23	23	28	3	25	4	0	4	24	23	24	24	26	3	22	4	6	5	36	-30.0755971	-51.2247453
8	14	23	21	28	4	25	2	4	0	22	22	24	22	27	4	21	1	6	5	49	-30.0801009	-51.2187509
9	14	21	6	26	23	23	21	23	22	0	7	23	7	25	25	4	-2	7	3	50	-30.0872132	-51.1298029
10	15	22	3	25	24	24	22	25	23	7	0	23	4	24	26	5	3	7	5	61	-30.0871704	-51.1153829
11	15	4	23	7	23	2	23	23	24	24	23	0	24	5	23	23	-2	6	4	68	-30.0047319	-51.1439723
12	13	21	2	26	23	23	21	23	22	6	4	23	0	25	24	5	2	7	5	90	-30.0951476	-51.1245352
13	17	5	24	3	26	4	25	26	26	25	24	5	25	0	25	23	3	6	4	96	-29.9941408	-51.1362061
14	16	22	24	27	4	24	5	3	4	25	24	24	25	26	0	23	-3	7	0	99	-30.0738867	-51.2308679
15	12	20	4	25	21	22	19	22	20	4	5	21	5	24	23	0	-3	7	0	100	-30.0845046	-51.1274574

