15	2	20	0																			
0	0	41	26	31	32	32	21	33	37	14	23	37	36	9	27	37	0	0	0	0	52.445426	13.3710411
1	42	0	26	17	18	57	56	54	50	35	26	31	13	48	29	34	1	6	4	12	52.5356644	13.6223129
2	26	25	0	16	18	46	40	47	49	17	17	34	21	30	18	26	-3	6	2	17	52.4743154	13.5350334
3	31	16	18	0	24	51	45	52	55	21	25	40	6	36	15	19	2	6	5	22	52.468329	13.5893169
4	32	18	20	25	0	46	44	41	38	28	18	19	23	39	30	37	-2	6	4	31	52.5558158	13.5046625
5	31	57	45	51	47	0	30	15	39	34	42	44	55	36	46	56	-2	7	4	48	52.4916686	13.1791125
6	21	55	40	45	45	32	0	32	37	29	36	42	50	22	40	50	2	7	5	59	52.4360682	13.2192237
7	32	54	46	52	42	15	32	0	32	35	41	40	56	37	47	57	-1	6	5	63	52.5591012	13.1811063
8	36	50	51	56	38	39	37	32	0	40	40	30	54	42	52	62	1	6	4	65	52.6358168	13.2914647
9	14	34	16	21	28	35	30	36	41	0	17	38	26	15	17	26	2	6	5	67	52.4378508	13.4728572
10	23	27	17	25	19	42	37	41	39	17	0	29	25	27	24	32	-3	6	1	74	52.4963017	13.474567
11	36	31	36	41	19	44	42	39	30	38	27	0	39	43	46	54	1	6	2	75	52.6014751	13.4520278
12	36	13	22	7	23	56	50	56	53	26	24	38	0	40	19	24	1	6	1	84	52.4884459	13.612742
13	8	47	30	35	38	37	22	38	43	15	26	43	39	0	30	39	4	7	5	88	52.4124006	13.3592102
14	27	29	18	14	30	47	41	48	53	18	24	45	19	31	0	17	1	7	5	94	52.4219274	13.5751577
15	38	34	27	20	38	58	53	59	64	27	33	53	24	41	18	0	-2	6	0	99	52.40975	13.6577345


