12	2	20	0																
0	0	17	21	21	18	21	15	16	16	21	16	18	17	0	0	0	0	40.700169	-73.924751
1	18	0	11	6	7	9	3	6	7	7	3	3	4	2	6	0	18	40.76305	-73.986824
2	21	10	0	6	6	3	11	8	8	6	10	8	9	2	7	1	25	40.808891	-73.944878
3	21	7	6	0	5	4	8	7	8	3	7	5	4	1	6	1	41	40.796078	-73.970924
4	18	6	8	6	0	6	7	2	4	5	5	6	5	0	6	5	44	40.779251	-73.96196
5	21	9	3	3	5	0	11	7	8	4	9	8	7	-3	7	1	49	40.802586	-73.956795
6	16	4	12	8	9	10	0	7	8	8	5	4	7	2	7	5	54	40.754494	-73.992294
7	17	6	8	6	2	7	7	0	3	6	4	6	4	0	6	1	64	40.772682	-73.96479
8	17	6	8	7	3	7	6	3	0	6	5	7	6	1	7	4	82	40.771343	-73.953529
9	20	7	6	2	4	4	9	6	7	0	8	5	5	-2	6	0	83	40.792828	-73.96949
10	16	4	10	8	5	9	5	4	5	8	0	4	4	1	7	5	87	40.764809	-73.976494
11	18	3	9	5	7	7	4	5	7	5	3	0	3	1	7	3	93	40.767948	-73.992996
12	18	4	9	5	5	7	5	5	6	5	4	2	0	-3	7	1	98	40.774845	-73.983757
