20	2	20	0																								
0	0	23	24	20	18	21	24	14	15	16	11	24	19	22	21	8	12	21	18	17	18	0	0	0	0	52.5164621	13.2891357
1	23	0	6	4	15	41	40	34	14	36	31	44	35	3	41	18	11	41	38	38	38	2	6	3	15	52.4086306	13.3328109
2	24	6	0	6	18	43	38	36	12	37	32	46	33	7	42	19	14	42	40	39	39	2	6	3	16	52.406026	13.348324
3	20	5	6	0	12	39	36	31	10	33	28	41	31	3	38	15	9	38	36	35	35	-1	6	1	21	52.41954	13.3318066
4	18	15	18	12	0	36	38	29	17	31	26	39	33	14	35	14	8	35	33	32	32	2	7	3	23	52.4288628	13.253468
5	22	41	42	38	36	0	32	16	33	25	20	39	28	40	23	26	30	8	16	26	21	-2	7	2	29	52.6264807	13.2406548
6	25	40	38	37	39	32	0	19	28	34	15	45	10	39	14	29	33	31	24	35	35	-1	7	2	30	52.5755071	13.4394021
7	15	35	35	31	29	16	19	0	27	24	11	35	16	33	8	19	24	15	5	26	23	-2	7	2	31	52.5927351	13.3339196
8	16	14	12	10	17	35	28	28	0	29	22	38	23	12	32	12	12	34	32	31	31	-1	6	4	40	52.4553479	13.3703645
9	17	37	37	33	31	24	34	24	28	0	21	17	29	35	30	21	26	18	25	4	4	-1	7	3	44	52.5536295	13.208248
10	11	31	31	27	25	20	15	10	22	20	0	31	10	29	12	15	20	20	15	22	22	-2	6	1	55	52.5504584	13.3567958
11	24	45	45	41	38	39	45	35	36	17	31	0	40	43	41	29	34	34	39	16	20	3	6	2	59	52.544782	13.1388471
12	20	35	33	31	33	29	10	16	23	29	10	40	0	33	13	23	27	28	21	30	30	-2	6	3	60	52.5486764	13.4097354
13	22	3	7	3	14	41	38	33	12	35	30	43	33	0	40	17	11	40	38	37	37	-2	6	0	61	52.4149985	13.3258879
14	21	41	41	37	35	23	14	9	32	30	12	41	12	39	0	25	30	21	11	32	29	1	7	2	68	52.5948481	13.3836154
15	9	16	17	13	12	28	30	20	10	22	17	30	24	15	27	0	5	27	25	24	24	4	6	5	74	52.4712649	13.3053246
16	13	12	14	9	8	31	34	24	12	26	21	34	28	11	30	7	0	31	28	27	28	2	6	4	77	52.4481122	13.2956797
17	21	40	41	37	35	8	31	15	32	19	19	34	27	39	21	25	29	0	15	20	16	2	7	4	79	52.6048611	13.226661
18	19	38	39	35	33	16	24	7	30	26	15	39	20	37	11	23	27	15	0	27	23	1	6	2	81	52.6082011	13.3314859
19	18	38	38	34	32	26	35	26	29	5	22	16	30	36	32	22	27	20	27	0	7	-1	7	1	94	52.5588606	13.1929675
20	18	38	38	34	32	21	36	23	30	5	22	20	30	36	29	22	27	16	23	6	0	-1	6	1	95	52.5700923	13.2160673
