12	2	20	0																
0	0	16	11	15	12	16	12	14	19	17	15	12	10	0	0	0	0	41.3738153	2.1459085
1	16	0	6	17	22	19	22	2	6	19	20	21	21	-1	6	1	4	41.438301	2.1670513
2	13	6	0	20	24	22	24	4	10	22	23	24	22	2	6	3	16	41.4217345	2.1811763
3	14	17	20	0	15	6	14	19	20	5	5	14	13	-3	6	0	20	41.3661446	2.0708616
4	12	21	22	15	0	14	3	23	24	15	13	3	4	2	6	5	24	41.3230715	2.0939347
5	17	19	23	5	15	0	14	21	22	4	3	14	15	-3	6	1	28	41.3689853	2.0564416
6	11	20	20	13	2	12	0	22	23	14	11	2	4	-1	7	3	35	41.3266715	2.0902691
7	15	3	4	19	24	21	24	0	7	21	22	23	23	-2	7	4	51	41.4347257	2.171802
8	17	5	8	18	24	21	23	5	0	20	21	23	22	2	6	3	57	41.4485473	2.1756092
9	15	18	21	5	16	4	15	20	21	0	6	15	16	3	6	5	70	41.3737314	2.060237
10	16	19	22	5	14	2	13	21	22	4	0	13	14	-1	6	4	78	41.365253	2.0584118
11	11	20	20	14	3	12	2	22	23	14	12	0	4	2	7	5	85	41.3238938	2.0831326
12	12	21	21	14	3	13	2	22	24	14	12	3	0	2	7	3	99	41.3297521	2.0948699


