20	2	20	0																								
0	0	10	10	18	12	12	12	5	6	11	14	19	17	17	10	16	12	21	9	14	14	0	0	0	0	41.3738153	2.1459085
1	10	0	10	13	17	12	18	7	11	10	19	16	11	21	16	16	6	17	7	9	13	-1	6	4	6	41.3802482	2.1882528
2	10	10	0	11	21	5	21	10	8	6	18	12	12	19	19	8	8	14	6	9	6	3	6	5	17	41.4087924	2.1648146
3	19	14	12	0	25	10	26	16	17	10	21	8	6	22	24	14	12	9	14	10	12	1	7	3	18	41.4511949	2.2063408
4	12	16	20	24	0	21	3	15	14	21	14	24	22	15	3	24	18	29	18	20	22	-1	6	3	24	41.3230715	2.0939347
5	14	14	6	11	23	0	23	14	12	9	18	10	15	20	21	5	11	14	10	12	4	1	6	4	31	41.4246048	2.1570037
6	11	15	18	23	2	20	0	13	13	20	12	23	21	14	4	22	17	27	16	19	21	-3	7	2	35	41.3266715	2.0902691
7	4	7	9	17	15	12	15	0	6	11	17	19	15	19	13	16	10	21	8	13	14	-2	7	2	39	41.3753192	2.1640337
8	6	11	7	16	15	10	15	8	0	10	13	15	16	14	13	13	12	19	8	13	12	1	7	5	44	41.3891314	2.1373164
9	12	11	6	10	23	7	23	12	11	0	20	12	11	22	21	11	9	13	7	7	8	-1	6	4	45	41.4134378	2.1840417
10	14	21	19	22	14	18	13	18	13	21	0	21	26	6	14	20	22	25	19	24	19	2	6	0	49	41.3632748	2.0721295
11	17	16	11	6	24	8	23	18	14	11	18	0	11	20	22	12	14	10	14	12	9	-3	6	1	57	41.4485473	2.1756092
12	20	14	15	9	25	16	26	16	19	12	26	13	0	28	25	20	12	14	14	9	17	-1	7	1	64	41.4381909	2.2329985
13	15	21	19	22	16	18	15	19	13	21	6	21	27	0	16	20	23	26	20	25	19	-2	6	2	70	41.3737314	2.060237
14	10	14	18	22	3	19	3	13	12	19	12	23	20	13	0	22	16	27	16	18	21	-1	6	0	74	41.3304788	2.0987101
15	16	16	8	15	25	6	25	16	14	11	19	14	18	21	23	0	14	17	12	15	8	3	6	0	77	41.4193416	2.1607759
16	11	6	9	12	17	10	18	8	12	6	20	15	10	21	17	14	0	16	7	7	11	2	7	2	81	41.3951593	2.198262
17	22	19	15	9	29	13	29	21	20	13	23	10	14	25	27	17	17	0	17	15	14	-1	7	0	86	41.4686523	2.1863339
18	8	8	5	13	19	7	19	9	8	6	19	15	12	20	18	11	7	16	0	9	9	2	7	3	89	41.3966815	2.1742848
19	14	8	10	10	20	11	21	10	14	7	22	14	8	24	19	15	6	15	9	0	12	2	7	0	95	41.4107977	2.2074583
20	10	10	3	10	20	4	20	11	9	5	17	12	12	19	19	8	8	13	6	9	0	2	7	4	100	41.4158139	2.1652381
