12	2	20	0																
0	0	12	12	13	11	12	14	9	12	13	12	8	15	0	0	0	0	41.3975366	2.1235633
1	11	0	19	19	18	18	21	16	19	20	18	17	21	-1	6	1	22	41.4287696	2.0955844
2	14	21	0	13	20	11	20	6	16	18	13	14	10	2	6	3	25	41.3889264	2.179601
3	13	19	13	0	19	8	23	12	21	21	5	19	5	-3	6	0	32	41.4419355	2.1900892
4	12	19	20	21	0	19	7	17	3	6	19	11	22	2	6	5	43	41.3625033	2.0729661
5	11	18	9	6	18	0	22	8	20	20	5	15	5	-3	6	1	57	41.4247417	2.1713117
6	13	20	20	22	6	20	0	18	6	4	20	16	24	-1	7	3	58	41.3701939	2.0580908
7	10	17	4	11	17	9	20	0	18	19	11	11	8	-2	7	4	60	41.3924575	2.1679515
8	12	19	19	20	4	19	7	16	0	6	19	10	22	2	6	3	65	41.356051	2.0693661
9	13	20	19	22	8	20	3	17	5	0	20	14	23	3	6	5	74	41.3655614	2.0530194
10	13	18	12	3	19	7	22	11	20	21	0	19	7	-1	6	4	75	41.4379933	2.179235
11	10	18	12	19	12	17	15	10	11	13	18	0	16	2	7	5	78	41.3649884	2.1265837
12	16	23	11	7	23	8	26	11	25	25	8	19	0	2	7	3	93	41.4244386	2.1906025

