12	2	20	0																
0	0	28	37	36	27	41	21	14	30	35	36	33	19	0	0	0	0	52.445426	13.3710411
1	28	0	30	25	10	33	32	31	6	27	35	7	18	-2	7	2	25	52.5683943	13.3951221
2	37	30	0	49	37	8	51	27	34	6	8	35	34	1	6	5	29	52.4978206	13.5879516
3	35	25	50	0	17	52	35	38	23	47	54	23	24	1	6	3	47	52.5833083	13.2237152
4	26	10	37	16	0	40	26	30	9	34	42	10	15	-2	6	2	50	52.5789737	13.3326849
5	40	33	8	52	40	0	54	31	37	9	9	38	37	-5	6	0	57	52.5167903	13.6139492
6	21	32	50	36	27	54	0	29	33	48	50	35	20	2	7	3	59	52.4360682	13.2192237
7	14	31	26	40	31	30	30	0	34	25	26	35	22	1	7	4	67	52.4378508	13.4728572
8	30	6	35	23	9	37	32	34	0	32	39	5	20	-1	6	2	73	52.5848008	13.3777309
9	35	27	6	46	34	9	49	25	31	0	10	32	32	-2	6	0	79	52.5046173	13.5702431
10	36	34	8	54	41	8	50	26	39	10	0	39	39	1	6	3	84	52.4884459	13.612742
11	33	7	35	23	10	38	34	36	5	32	39	0	22	1	7	5	95	52.5929055	13.3854401
12	18	18	35	23	15	38	20	22	19	32	39	22	0	2	6	4	97	52.5132084	13.3117564
