12	2	20	0																
0	0	20	18	13	15	14	19	20	18	14	16	16	15	0	0	0	0	-30.0511681	-51.1711016
1	21	0	32	27	29	27	2	33	31	10	30	9	28	-2	7	2	11	-30.1096387	-51.1420242
2	20	32	0	27	5	30	31	2	32	26	5	28	30	-3	6	2	16	-29.994317	-51.1071438
3	14	27	26	0	25	6	26	28	7	23	26	25	5	1	6	1	20	-30.0613249	-51.2236777
4	16	29	5	25	0	28	28	6	31	23	2	25	28	1	6	2	26	-30.006325	-51.1128667
5	15	27	30	6	28	0	26	32	6	25	29	25	3	-2	6	0	36	-30.0755971	-51.2247453
6	20	2	31	26	28	26	0	32	30	9	29	9	27	-2	6	1	41	-30.1079576	-51.1388991
7	21	33	2	28	6	32	32	0	33	27	6	29	31	-3	6	2	46	-29.9956611	-51.1038722
8	20	31	32	7	31	6	30	33	0	29	32	30	4	2	6	4	60	-30.0725567	-51.2346679
9	15	10	26	23	23	25	9	27	29	0	24	5	26	1	7	4	87	-30.0993812	-51.1310642
10	17	30	5	25	2	29	29	6	31	24	0	26	29	2	6	3	88	-30.0080733	-51.1096361
11	17	10	28	25	25	25	9	29	30	5	26	0	27	1	6	2	95	-30.1084287	-51.130274
12	16	28	30	5	28	3	27	31	4	26	29	26	0	1	6	5	99	-30.0738867	-51.2308679

