20	2	20	0																								
0	0	26	31	33	32	37	26	32	27	16	27	41	36	30	23	27	16	31	9	13	37	0	0	0	0	52.445426	13.3710411
1	26	0	16	43	18	17	13	46	37	18	40	21	50	45	36	16	29	45	30	27	26	2	6	3	17	52.4743154	13.5350334
2	31	18	0	49	24	11	20	51	43	23	46	12	56	50	42	11	35	51	36	32	19	2	6	3	22	52.468329	13.5893169
3	32	44	49	0	32	43	36	35	8	33	7	46	32	36	23	48	21	32	37	22	57	-1	6	1	26	52.6071109	13.331085
4	32	20	25	31	0	18	15	46	25	21	29	20	45	48	34	28	33	44	39	33	37	2	7	3	31	52.5558158	13.5046625
5	36	18	11	42	17	0	13	52	36	21	39	6	54	54	42	19	39	51	41	37	27	-2	7	2	34	52.5067048	13.5973191
6	27	14	20	34	14	13	0	45	28	12	32	17	47	46	34	22	30	44	31	28	32	-1	7	2	35	52.5068707	13.4918769
7	31	45	51	34	47	53	45	0	29	35	28	56	18	34	15	46	20	10	36	20	56	-3	7	2	48	52.4916686	13.1791125
8	26	38	43	8	26	37	30	29	0	26	5	40	27	30	17	42	15	26	31	16	51	-1	6	4	50	52.5789737	13.3326849
9	16	18	23	33	22	22	11	36	26	0	29	26	40	35	27	20	20	35	21	17	30	-1	7	3	54	52.4827961	13.4397268
10	26	40	46	8	29	40	33	29	5	29	0	43	26	30	17	41	15	25	31	15	51	-2	6	1	55	52.5842982	13.3087666
11	40	23	12	46	21	6	17	56	40	25	43	0	58	58	46	21	43	55	45	41	30	2	6	2	57	52.5167903	13.6139492
12	35	50	55	32	46	55	48	18	28	40	27	58	0	39	17	51	24	10	41	25	61	-2	6	3	58	52.5585576	13.1584608
13	31	46	51	36	49	56	45	35	31	36	30	59	40	0	26	47	20	35	34	21	56	-2	6	0	60	52.4119891	13.1458458
14	21	36	41	23	35	43	35	15	17	26	16	46	17	25	0	37	11	12	27	11	47	1	7	2	61	52.5225664	13.238537
15	29	17	11	50	29	20	21	49	44	21	43	22	53	48	39	0	32	48	32	30	12	4	6	5	66	52.4413507	13.5784332
16	14	29	34	22	34	39	29	21	16	19	16	43	25	20	11	30	0	20	20	3	40	2	6	4	70	52.4907583	13.286989
17	30	45	50	32	44	52	44	10	26	35	25	56	10	33	12	46	20	0	36	20	56	2	7	4	76	52.525979	13.1578475
18	8	30	35	38	38	40	30	37	33	20	32	44	42	31	28	30	21	37	0	19	39	1	6	2	88	52.4124006	13.3592102
19	13	27	33	22	33	38	27	21	16	17	16	42	25	20	12	28	3	20	18	0	38	-1	7	1	98	52.4868495	13.2964951
20	38	27	20	59	38	29	31	58	54	31	53	30	63	57	49	12	42	58	41	39	0	-2	6	1	99	52.40975	13.6577345

