15	2	20	0																			
0	0	10	10	13	9	18	10	9	16	12	8	15	11	6	15	18	0	0	0	0	41.3975366	2.1235633
1	11	0	13	17	11	21	15	13	23	18	16	20	17	13	17	21	2	6	2	4	41.4222707	2.1332331
2	11	12	0	14	6	10	15	11	23	18	17	20	17	14	7	10	-3	7	1	13	41.441819	2.173046
3	15	18	15	0	15	9	21	7	18	23	14	25	16	11	12	14	-4	6	1	17	41.3810435	2.1886772
4	11	12	5	14	0	13	14	11	22	18	16	19	16	14	8	13	1	7	3	33	41.4346095	2.1562908
5	18	20	11	9	13	0	23	11	22	26	18	28	21	15	6	9	1	6	2	41	41.4169553	2.2160325
6	9	15	15	19	14	23	0	15	22	17	16	13	16	13	20	23	-1	6	1	47	41.4225658	2.0972606
7	10	13	11	6	10	11	16	0	18	18	11	20	15	6	8	14	2	7	3	60	41.3924575	2.1679515
8	15	21	21	14	20	20	21	16	0	17	10	26	10	13	22	25	-3	6	2	69	41.3257163	2.0906734
9	14	20	19	22	18	28	20	18	18	0	16	24	15	15	24	28	-1	6	3	70	41.3841474	2.0518609
10	10	17	17	12	16	18	16	10	11	17	0	21	7	7	16	23	-2	7	3	78	41.3649884	2.1265837
11	15	20	20	25	19	27	14	20	28	23	22	0	22	19	25	27	3	6	2	79	41.4502192	2.0782924
12	11	17	17	17	16	22	17	15	11	14	6	21	0	11	21	25	-2	6	1	85	41.3586442	2.1006182
13	7	13	13	10	12	15	13	5	15	15	7	18	11	0	12	18	1	6	3	89	41.3844206	2.1405284
14	16	18	8	13	10	10	21	11	27	24	19	26	23	14	0	12	4	6	5	93	41.4244386	2.1906025
15	18	19	10	12	12	7	22	13	26	25	22	26	24	17	8	0	2	7	3	96	41.4395572	2.2190166

