12	2	20	0																
0	0	13	2	16	8	26	14	12	27	5	21	20	12	0	0	0	0	40.758366	-73.986267
1	12	0	13	14	12	20	9	19	26	14	11	20	16	-1	6	3	4	40.741795	-73.904915
2	3	14	0	17	8	28	16	11	27	6	21	20	11	-2	6	1	7	40.765308	-73.997482
3	17	14	16	0	18	21	7	24	14	14	22	29	7	1	6	0	26	40.68906	-73.988869
4	8	13	8	16	0	27	15	12	28	11	20	17	14	2	6	5	31	40.780216	-73.957314
5	28	20	28	22	29	0	22	31	23	29	17	25	27	-2	7	2	36	40.644363	-73.782494
6	14	9	15	8	15	21	0	20	20	14	17	26	8	-2	6	1	46	40.709099	-73.95871
7	12	18	10	23	11	30	21	0	35	14	19	13	20	2	6	5	51	40.841221	-73.939781
8	27	26	25	13	29	23	19	34	0	23	32	40	19	-4	7	1	57	40.607597	-74.016747
9	6	15	5	14	11	28	15	14	24	0	23	23	9	1	7	5	61	40.747822	-74.003807
10	16	10	17	19	17	16	13	24	30	18	0	20	20	1	7	3	74	40.744846	-73.837311
11	22	21	20	30	18	25	27	13	39	25	15	0	28	2	7	1	86	40.855473	-73.822784
12	13	16	11	7	16	26	8	20	19	8	24	27	0	2	7	0	94	40.719112	-74.002121

