15 2 20 0
0	0	23	21	30	16	22	21	27	25	15	17	22	27	20	20	17	0	0	0	0	-30.0915683	-51.1759996
1	22	0	39	43	34	40	33	23	7	19	25	35	40	17	26	26	4	7	5	14	-30.153848	-51.1448464
2	23	42	0	16	10	6	18	36	38	27	23	12	13	27	23	21	2	7	5	20	-30.0154865	-51.1744995
3	33	43	16	0	19	16	18	45	39	36	23	10	7	27	35	32	-3	7	0	27	-30.019147	-51.0929636
4	16	35	9	18	0	9	12	29	32	19	16	9	14	20	19	16	3	7	4	44	-30.0472408	-51.1827803
5	24	40	5	15	10	0	15	37	35	27	20	9	11	23	26	24	-5	6	0	55	-30.0196058	-51.1599768
6	23	34	17	18	12	15	0	36	30	26	14	9	14	18	26	23	-3	6	0	56	-30.0622191	-51.1436603
7	27	24	36	45	30	36	36	0	27	14	38	36	41	37	20	22	4	6	5	59	-30.1638159	-51.2289545
8	25	7	37	39	32	35	28	26	0	22	20	30	35	12	29	29	1	6	5	62	-30.1476019	-51.1294438
9	15	20	25	33	19	25	24	14	22	0	26	25	30	29	11	11	-2	7	3	64	-30.1232505	-51.2166606
10	17	25	21	23	17	20	13	38	20	26	0	15	20	9	29	26	3	7	5	70	-30.0897878	-51.1263603
11	25	36	14	10	12	10	11	38	31	28	16	0	6	20	27	25	-2	6	4	71	-30.0430677	-51.1340861
12	29	39	12	7	15	11	14	41	35	32	20	6	0	23	31	28	2	7	5	73	-30.023853	-51.1242365
13	20	17	25	27	21	24	17	36	13	29	9	19	24	0	33	30	3	6	4	81	-30.1169701	-51.1083376
14	19	27	24	33	19	25	25	20	30	11	28	25	30	32	0	6	-3	7	0	93	-30.1019918	-51.2546771
15	17	27	21	31	17	23	23	23	30	12	26	23	28	30	6	0	-4	7	0	99	-30.0847899	-51.237807

