20	2	20	0																								
0	0	19	19	18	21	20	21	24	19	21	19	16	16	21	22	19	21	21	17	18	18	0	0	0	0	52.5164621	13.2891357
1	19	0	24	33	4	35	6	29	2	36	25	20	19	36	28	25	36	5	21	17	33	2	6	3	12	52.611784	13.2407653
2	20	25	0	34	26	37	27	9	25	37	6	29	30	37	6	8	37	27	31	31	34	2	6	3	18	52.573601	13.4105987
3	18	33	34	0	35	8	36	38	34	16	34	31	31	7	37	33	6	35	32	32	9	-1	6	1	23	52.4288628	13.253468
4	21	4	26	35	0	37	6	31	4	38	27	20	19	38	29	27	37	4	21	16	35	2	7	3	25	52.613477	13.2267098
5	21	36	37	8	38	0	39	39	37	13	36	34	34	4	40	34	3	38	35	35	4	-2	7	2	28	52.4185161	13.2794329
6	22	6	27	36	6	38	0	32	5	39	28	25	23	39	30	28	38	8	26	21	36	-1	7	2	29	52.6264807	13.2406548
7	25	30	8	39	31	39	32	0	30	36	8	34	34	41	7	10	41	31	35	35	36	-3	7	2	30	52.5755071	13.4394021
8	19	2	25	33	4	36	5	30	0	37	26	22	20	36	28	26	36	6	23	18	34	-1	6	4	35	52.6168477	13.239136
9	22	38	35	16	39	13	40	36	38	0	33	35	35	15	38	31	14	40	37	37	11	-1	7	3	38	52.4159966	13.3544164
10	19	26	6	33	28	36	29	8	26	33	0	29	29	36	9	4	36	28	30	30	33	-2	6	1	41	52.5588363	13.4105117
11	17	19	29	31	19	33	24	34	21	34	30	0	2	34	33	29	34	18	4	4	31	2	6	2	44	52.5536295	13.208248
12	17	20	30	31	19	34	24	35	21	35	30	2	0	34	33	30	34	19	4	5	32	-2	6	3	45	52.5577428	13.2067518
13	21	37	37	7	39	4	39	40	37	15	37	34	35	0	40	35	2	39	36	36	6	-2	6	0	48	52.4080347	13.2735025
14	22	27	4	36	29	39	30	8	27	38	8	31	32	39	0	10	39	29	33	33	36	1	7	2	58	52.5804146	13.4213728
15	20	26	7	33	28	34	29	10	26	31	5	29	29	35	11	0	35	28	30	30	30	4	6	5	60	52.5486764	13.4097354
16	21	36	37	6	38	3	39	40	37	15	37	34	34	2	40	35	0	38	35	35	6	2	6	4	78	52.408739	13.2680003
17	21	5	26	35	4	37	8	31	6	38	27	19	18	38	29	27	38	0	20	16	35	2	7	4	79	52.6048611	13.226661
18	18	21	30	32	21	34	26	35	23	35	31	5	4	35	34	30	35	20	0	7	32	1	6	2	94	52.5588606	13.1929675
19	18	17	31	32	16	35	21	36	18	36	31	5	4	35	34	30	35	16	6	0	32	-1	7	1	95	52.5700923	13.2160673
20	18	34	35	9	36	4	37	36	35	11	33	31	32	6	38	31	5	36	33	33	0	-2	6	1	100	52.4253688	13.3010591

